Customer_ID,Customer_Name,Gender,Age,City,Total_Orders,Total_Sales,Total_Profit,Avg_Order_Value,Customer_Segment,,Segment,Customer_Count,Total_Sales
CUST0040,Vikram Das,Female,43,Chennai,8,"?4,682.86",?738.34,585.3575,High Value,,,,
CUST0919,Isha Shah,Female,62,Pune,6,"?3,927.61",?827.42,654.6016667,High Value,,,,
CUST0961,Neha Nair,Female,46,Bengaluru,7,"?1,978.36",?287.81,282.6228571,High Value,,,,
CUST0489,Pooja Khan,Male,32,Delhi,4,?481.35,?53.31,120.3375,Low Value,,,,
CUST0727,Meera Sharma,Male,38,Delhi,7,"?3,903.95",?550.98,557.7071429,High Value,,,,
CUST0419,Sahil Mehta,Male,49,Jaipur,9,"?3,030.26",?422.91,336.6955556,High Value,,,,
CUST0579,Kavya Mehta,Male,64,Jaipur,5,"?2,208.76",?309.05,441.752,High Value,,,,
CUST0803,Karan Reddy,Male,23,Kolkata,4,"?2,347.53",?346.31,586.8825,High Value,,,,
CUST0592,Arjun Malhotra,Female,41,Pune,6,"?3,839.11",?583.58,639.8516667,High Value,,,,
CUST0103,Rahul Singh,Female,31,Kolkata,11,"?7,172.86","?1,078.31",652.0781818,High Value,,,,
CUST0165,Rahul Das,Male,35,Mumbai,7,"?2,905.34",?319.52,415.0485714,High Value,,,,
CUST0091,Arjun Khan,Female,61,Jaipur,10,"?4,189.99",?591.52,418.999,High Value,,,,
CUST0629,Anjali Shah,Male,49,Hyderabad,5,"?4,340.67",?707.20,868.134,High Value,,,,
CUST0450,Sahil Gupta,Male,55,Ahmedabad,5,"?1,644.78",?216.02,328.956,High Value,,,,
CUST0523,Manish Reddy,Male,53,Kolkata,4,"?2,373.25",?252.64,593.3125,High Value,,,,
CUST1000,Rahul Malhotra,Male,55,Lucknow,4,"?1,839.09",?205.65,459.7725,High Value,,,,
CUST0601,Simran Verma,Male,54,Kolkata,3,"?2,977.86",?253.35,992.62,High Value,,,,
CUST0744,Nikhil Gupta,Male,42,Chennai,3,"?1,681.91",?182.69,560.6366667,High Value,,,,
CUST0953,Manish Das,Male,20,Delhi,7,"?3,894.66",?521.60,556.38,High Value,,,,
CUST0516,Karan Iyer,Female,33,Hyderabad,5,"?1,395.81",?221.03,279.162,High Value,,,,
CUST0257,Riya Iyer,Female,35,Mumbai,6,"?3,636.21",?628.55,606.035,High Value,,,,
CUST0694,Arjun Verma,Female,26,Hyderabad,7,"?3,238.72",?551.76,462.6742857,High Value,,,,
CUST0255,Isha Verma,Female,47,Chennai,4,?232.40,?38.91,58.1,Low Value,,,,
CUST0322,Pooja Kapoor,Female,55,Mumbai,4,?897.24,?110.31,224.31,Medium Value,,,,
CUST0511,Meera Kapoor,Male,33,Bengaluru,4,"?3,932.82",?572.35,983.205,High Value,,,,
CUST0857,Anjali Kapoor,Male,49,Chennai,6,"?4,112.01",?487.10,685.335,High Value,,,,
CUST0890,Neha Malhotra,Male,18,Delhi,8,"?5,172.75",?725.05,646.59375,High Value,,,,
CUST0132,Anjali Sharma,Female,42,Chennai,4,?893.24,?120.89,223.31,Medium Value,,,,
CUST0882,Vikram Khan,Female,36,Delhi,6,"?5,619.39",?898.11,936.565,High Value,,,,
CUST0013,Amit Sharma,Male,36,Pune,6,"?3,055.59",?449.54,509.265,High Value,,,,
CUST0562,Sahil Verma,Female,22,Hyderabad,5,"?3,321.80",?398.43,664.36,High Value,,,,
CUST0435,Arjun Das,Female,43,Chennai,6,"?5,038.15",?638.46,839.6916667,High Value,,,,
CUST0462,Pooja Patel,Female,43,Chennai,3,"?2,194.27",?376.91,731.4233333,High Value,,,,
CUST0569,Simran Shah,Female,45,Delhi,8,"?3,226.46",?580.92,403.3075,High Value,,,,
CUST0432,Sahil Khan,Male,21,Hyderabad,6,"?3,111.42",?453.88,518.57,High Value,,,,
CUST0308,Priya Mehta,Male,47,Pune,7,"?1,763.69",?268.72,251.9557143,High Value,,,,
CUST0860,Riya Kapoor,Male,26,Lucknow,5,"?2,188.21",?297.17,437.642,High Value,,,,
CUST0955,Pooja Joshi,Female,22,Chennai,8,"?5,402.15",?941.67,675.26875,High Value,,,,
CUST0204,Rohan Joshi,Female,50,Hyderabad,7,"?1,645.85",?290.89,235.1214286,High Value,,,,
CUST0500,Rahul Mehta,Female,18,Bengaluru,3,"?1,120.41",?122.57,373.47,High Value,,,,
CUST0656,Vikram Joshi,Female,38,Hyderabad,6,"?5,101.10",?912.15,850.1833333,High Value,,,,
CUST0166,Priya Shah,Female,62,Delhi,6,"?1,201.87",?209.53,200.3116667,High Value,,,,
CUST0278,Kavya Patel,Male,59,Jaipur,3,"?1,258.06",?234.11,419.3533333,High Value,,,,
CUST0189,Sahil Sharma,Male,48,Jaipur,9,"?4,738.72",?901.17,526.5244444,High Value,,,,
CUST0216,Neha Shah,Female,18,Delhi,7,"?3,615.56",?650.60,516.5085714,High Value,,,,
CUST0056,Aditya Reddy,Male,28,Kolkata,8,"?2,592.48",?459.71,324.06,High Value,,,,
CUST0087,Arjun Verma,Male,42,Mumbai,6,"?2,880.75",?444.69,480.125,High Value,,,,
CUST0540,Sneha Joshi,Female,34,Ahmedabad,4,"?2,764.80",?337.49,691.2,High Value,,,,
CUST0479,Anjali Das,Female,59,Hyderabad,6,"?4,203.45",?657.51,700.575,High Value,,,,
CUST0182,Rohan Reddy,Female,27,Pune,7,"?2,294.50",?300.63,327.7857143,High Value,,,,
CUST0318,Anjali Iyer,Male,59,Pune,4,"?3,214.23",?491.80,803.5575,High Value,,,,
CUST0267,Rohan Sharma,Female,33,Lucknow,2,?464.22,?89.52,232.11,Low Value,,,,
CUST0294,Sahil Nair,Female,22,Delhi,4,"?2,234.71",?404.03,558.6775,High Value,,,,
CUST0010,Simran Iyer,Female,20,Ahmedabad,6,"?3,617.91",?635.60,602.985,High Value,,,,
CUST0904,Meera Sharma,Male,59,Delhi,8,"?5,495.61",?929.56,686.95125,High Value,,,,
CUST0849,Arjun Das,Male,61,Chennai,6,"?1,909.93",?282.05,318.3216667,High Value,,,,
CUST0827,Sahil Shah,Female,40,Delhi,4,"?2,181.32",?351.04,545.33,High Value,,,,
CUST0874,Priya Iyer,Male,60,Pune,6,"?1,021.97",?163.90,170.3283333,High Value,,,,
CUST0279,Vikram Mehta,Female,32,Kolkata,8,"?5,269.98",?611.70,658.7475,High Value,,,,
CUST0191,Kavya Nair,Female,23,Ahmedabad,4,"?1,522.48",?244.01,380.62,High Value,,,,
CUST0155,Nikhil Gupta,Male,33,Kolkata,5,"?2,171.87",?374.77,434.374,High Value,,,,
CUST0475,Anjali Reddy,Female,20,Mumbai,9,"?2,628.86",?359.58,292.0955556,High Value,,,,
CUST0557,Anjali Patel,Female,45,Chennai,6,"?3,344.91",?522.12,557.485,High Value,,,,
CUST0998,Amit Malhotra,Female,26,Jaipur,8,"?3,085.15",?378.65,385.64375,High Value,,,,
CUST0472,Pooja Nair,Male,23,Lucknow,6,"?2,041.27",?339.73,340.2116667,High Value,,,,
CUST0763,Anjali Das,Female,32,Lucknow,3,?921.04,?130.77,307.0133333,Medium Value,,,,
CUST0997,Riya Shah,Male,29,Lucknow,7,"?1,278.35",?187.98,182.6214286,High Value,,,,
CUST0123,Manish Mehta,Male,31,Kolkata,6,"?2,522.08",?476.78,420.3466667,High Value,,,,
CUST0705,Neha Shah,Male,29,Bengaluru,7,"?4,527.75",?705.79,646.8214286,High Value,,,,
CUST0703,Sneha Khan,Male,44,Chennai,7,"?4,740.66",?627.71,677.2371429,High Value,,,,
CUST0719,Sahil Sharma,Female,60,Delhi,2,?684.86,?97.95,342.43,Medium Value,,,,
CUST0825,Neha Nair,Male,33,Chennai,6,"?3,680.03",?628.39,613.3383333,High Value,,,,
CUST0921,Kavya Patel,Female,57,Bengaluru,9,"?2,270.18",?326.00,252.2422222,High Value,,,,
CUST0195,Manish Patel,Female,34,Chennai,9,"?4,346.18",?791.85,482.9088889,High Value,,,,
CUST0937,Riya Iyer,Female,61,Jaipur,6,"?1,640.03",?286.82,273.3383333,High Value,,,,
CUST0376,Rohan Patel,Female,20,Hyderabad,7,"?1,789.95",?179.88,255.7071429,High Value,,,,
CUST0635,Sneha Singh,Male,35,Bengaluru,9,"?6,230.90",?830.77,692.3222222,High Value,,,,
CUST0657,Karan Shah,Male,54,Ahmedabad,4,"?1,122.24",?183.74,280.56,High Value,,,,
CUST0895,Kavya Nair,Male,25,Delhi,7,"?1,621.61",?208.96,231.6585714,High Value,,,,
CUST0674,Neha Verma,Male,55,Kolkata,12,"?6,850.78","?1,042.07",570.8983333,High Value,,,,
CUST0370,Amit Shah,Male,42,Ahmedabad,5,"?3,695.97",?592.71,739.194,High Value,,,,
CUST0042,Sneha Patel,Female,19,Lucknow,15,"?12,731.97","?1,828.79",848.798,High Value,,,,
CUST0743,Arjun Mehta,Male,44,Bengaluru,5,?914.34,?138.04,182.868,Medium Value,,,,
CUST0572,Amit Singh,Male,42,Delhi,8,"?6,225.03",?911.46,778.12875,High Value,,,,
CUST0905,Nikhil Malhotra,Female,49,Delhi,4,"?1,741.52",?211.51,435.38,High Value,,,,
CUST0547,Meera Reddy,Female,60,Ahmedabad,3,"?3,835.83",?664.09,1278.61,High Value,,,,
CUST0423,Vikram Khan,Male,38,Chennai,8,"?4,822.25",?861.00,602.78125,High Value,,,,
CUST0949,Pooja Joshi,Male,61,Pune,6,"?2,571.75",?506.16,428.625,High Value,,,,
CUST0292,Rahul Verma,Female,62,Hyderabad,5,"?1,933.88",?281.33,386.776,High Value,,,,
CUST0877,Vikram Das,Male,37,Kolkata,4,"?2,173.22",?398.92,543.305,High Value,,,,
CUST0585,Meera Iyer,Male,47,Pune,9,"?2,156.84",?263.89,239.6488889,High Value,,,,
CUST0940,Priya Gupta,Female,28,Hyderabad,11,"?6,919.76","?1,346.72",629.0690909,High Value,,,,
CUST0840,Arjun Singh,Female,30,Delhi,6,"?2,811.56",?473.81,468.5933333,High Value,,,,
CUST0357,Sneha Mehta,Male,41,Bengaluru,4,"?3,271.40",?615.19,817.85,High Value,,,,
CUST0951,Kavya Singh,Female,26,Delhi,5,"?2,573.90",?378.74,514.78,High Value,,,,
CUST0154,Karan Singh,Female,53,Mumbai,6,"?2,165.59",?481.27,360.9316667,High Value,,,,
CUST0517,Rohan Nair,Male,44,Hyderabad,11,"?6,861.99",?742.05,623.8172727,High Value,,,,
CUST0488,Anjali Mehta,Female,62,Pune,6,"?3,705.31",?580.23,617.5516667,High Value,,,,
CUST0793,Arjun Joshi,Female,34,Bengaluru,8,"?4,064.19",?697.49,508.02375,High Value,,,,
CUST0201,Meera Kapoor,Male,63,Delhi,3,"?1,886.02",?402.93,628.6733333,High Value,,,,
CUST0092,Karan Sharma,Male,34,Delhi,5,"?1,397.73",?253.02,279.546,High Value,,,,
CUST0672,Manish Khan,Male,58,Delhi,4,"?1,039.44",?157.11,259.86,High Value,,,,
CUST0150,Arjun Khan,Male,23,Hyderabad,5,"?1,514.55",?247.85,302.91,High Value,,,,
CUST0776,Sahil Nair,Male,28,Ahmedabad,6,"?2,086.91",?294.98,347.8183333,High Value,,,,
CUST0015,Manish Nair,Female,28,Chennai,9,"?2,552.33",?380.64,283.5922222,High Value,,,,
CUST0217,Kavya Malhotra,Male,22,Ahmedabad,2,"?1,030.32",?178.59,515.16,High Value,,,,
CUST0386,Pooja Joshi,Female,28,Ahmedabad,6,"?2,953.94",?433.86,492.3233333,High Value,,,,
CUST0679,Pooja Nair,Male,33,Ahmedabad,7,"?3,981.43",?686.77,568.7757143,High Value,,,,
CUST0513,Priya Gupta,Male,43,Ahmedabad,7,"?3,693.67",?529.66,527.6671429,High Value,,,,
CUST0514,Sneha Shah,Male,21,Delhi,6,"?2,159.12",?389.68,359.8533333,High Value,,,,
CUST0972,Amit Sharma,Male,34,Jaipur,5,"?2,336.03",?416.88,467.206,High Value,,,,
CUST0534,Pooja Singh,Female,50,Ahmedabad,6,"?4,397.70",?667.20,732.95,High Value,,,,
CUST0338,Aditya Nair,Female,26,Jaipur,8,"?2,349.59",?356.91,293.69875,High Value,,,,
CUST0884,Karan Gupta,Male,18,Pune,8,"?4,713.55",?630.50,589.19375,High Value,,,,
CUST0326,Nikhil Mehta,Female,55,Jaipur,7,"?1,856.34",?282.40,265.1914286,High Value,,,,
CUST0764,Anjali Mehta,Female,64,Hyderabad,3,?943.85,?112.70,314.6166667,Medium Value,,,,
CUST0632,Rohan Gupta,Female,53,Jaipur,5,"?3,755.22",?692.27,751.044,High Value,,,,
CUST0783,Anjali Sharma,Male,39,Bengaluru,6,"?2,773.28",?474.64,462.2133333,High Value,,,,
CUST0068,Manish Iyer,Male,22,Jaipur,8,"?4,879.02",?873.31,609.8775,High Value,,,,
CUST0438,Nikhil Joshi,Female,57,Lucknow,8,"?3,117.63",?466.86,389.70375,High Value,,,,
CUST0962,Meera Reddy,Male,20,Chennai,4,"?1,661.57",?309.79,415.3925,High Value,,,,
CUST0532,Vikram Mehta,Male,53,Chennai,6,"?3,758.56",?609.65,626.4266667,High Value,,,,
CUST0171,Rohan Verma,Female,23,Bengaluru,5,"?1,998.05",?322.68,399.61,High Value,,,,
CUST0850,Amit Gupta,Female,32,Hyderabad,5,"?3,194.55",?484.95,638.91,High Value,,,,
CUST0139,Sahil Gupta,Female,62,Hyderabad,5,"?1,457.34",?189.29,291.468,High Value,,,,
CUST0117,Manish Singh,Male,58,Hyderabad,7,"?3,462.12",?503.63,494.5885714,High Value,,,,
CUST0973,Amit Iyer,Male,34,Kolkata,5,"?2,462.89",?496.79,492.578,High Value,,,,
CUST0893,Anjali Patel,Female,43,Ahmedabad,5,"?2,054.10",?401.17,410.82,High Value,,,,
CUST0316,Vikram Reddy,Female,40,Delhi,10,"?3,355.52",?545.54,335.552,High Value,,,,
CUST0004,Amit Gupta,Male,50,Lucknow,7,"?4,836.74",?902.07,690.9628571,High Value,,,,
CUST0623,Manish Iyer,Male,61,Hyderabad,4,"?1,017.91",?190.22,254.4775,High Value,,,,
CUST0616,Meera Reddy,Male,46,Lucknow,7,"?2,244.86",?340.38,320.6942857,High Value,,,,
CUST0875,Rahul Sharma,Male,44,Ahmedabad,6,"?1,413.14",?181.34,235.5233333,High Value,,,,
CUST0787,Simran Sharma,Female,23,Hyderabad,6,"?2,124.70",?351.96,354.1166667,High Value,,,,
CUST0067,Pooja Joshi,Female,22,Mumbai,8,"?3,691.89",?593.68,461.48625,High Value,,,,
CUST0215,Rohan Shah,Female,24,Ahmedabad,8,"?4,609.03",?610.31,576.12875,High Value,,,,
CUST0957,Nikhil Verma,Female,52,Jaipur,6,"?1,971.75",?295.14,328.625,High Value,,,,
CUST0363,Nikhil Mehta,Male,36,Bengaluru,4,"?2,434.48",?466.40,608.62,High Value,,,,
CUST0239,Rohan Nair,Male,58,Mumbai,5,"?1,587.73",?244.14,317.546,High Value,,,,
CUST0819,Nikhil Malhotra,Female,21,Jaipur,9,"?3,709.08",?545.27,412.12,High Value,,,,
CUST0012,Pooja Malhotra,Female,54,Bengaluru,7,"?3,175.77",?485.06,453.6814286,High Value,,,,
CUST0332,Pooja Mehta,Female,39,Lucknow,7,"?1,937.32",?265.47,276.76,High Value,,,,
CUST0984,Amit Singh,Male,65,Chennai,6,"?2,713.56",?400.67,452.26,High Value,,,,
CUST0817,Kavya Iyer,Male,30,Ahmedabad,8,"?3,341.67",?470.52,417.70875,High Value,,,,
CUST0474,Anjali Reddy,Male,43,Ahmedabad,7,"?2,117.70",?380.07,302.5285714,High Value,,,,
CUST0993,Sahil Verma,Female,38,Kolkata,5,"?2,083.95",?378.17,416.79,High Value,,,,
CUST0863,Vikram Das,Female,18,Chennai,5,"?4,227.05",?531.97,845.41,High Value,,,,
CUST0936,Karan Das,Male,40,Jaipur,13,"?5,367.29",?736.97,412.8684615,High Value,,,,
CUST0349,Vikram Khan,Female,47,Hyderabad,6,"?1,330.87",?229.98,221.8116667,High Value,,,,
CUST0693,Anjali Joshi,Female,51,Jaipur,6,"?3,609.19",?482.40,601.5316667,High Value,,,,
CUST0005,Rahul Shah,Male,63,Jaipur,5,?724.79,?100.74,144.958,Medium Value,,,,
CUST0911,Neha Joshi,Male,24,Kolkata,8,"?1,839.31",?275.64,229.91375,High Value,,,,
CUST0329,Neha Kapoor,Female,63,Pune,5,"?2,282.20",?287.35,456.44,High Value,,,,
CUST0280,Karan Malhotra,Female,43,Kolkata,6,"?2,261.95",?450.46,376.9916667,High Value,,,,
CUST0105,Manish Nair,Male,50,Ahmedabad,6,"?3,480.68",?580.19,580.1133333,High Value,,,,
CUST0588,Kavya Malhotra,Male,37,Chennai,6,"?1,230.36",?160.40,205.06,High Value,,,,
CUST0052,Manish Verma,Female,29,Hyderabad,5,"?3,065.17",?418.10,613.034,High Value,,,,
CUST0437,Vikram Khan,Female,22,Kolkata,6,"?2,515.32",?454.80,419.22,High Value,,,,
CUST0081,Rohan Mehta,Male,20,Hyderabad,2,"?1,076.31",?153.66,538.155,High Value,,,,
CUST0482,Karan Patel,Female,60,Pune,6,"?2,505.84",?325.33,417.64,High Value,,,,
CUST0188,Sahil Iyer,Male,61,Hyderabad,5,"?2,434.72",?423.29,486.944,High Value,,,,
CUST0491,Simran Mehta,Female,52,Bengaluru,7,"?4,694.71",?589.04,670.6728571,High Value,,,,
CUST0106,Anjali Nair,Male,36,Jaipur,3,?343.36,?76.94,114.4533333,Low Value,,,,
CUST0411,Nikhil Reddy,Male,25,Jaipur,10,"?6,869.18","?1,061.59",686.918,High Value,,,,
CUST0807,Rohan Verma,Male,24,Lucknow,7,"?1,727.40",?368.36,246.7714286,High Value,,,,
CUST0181,Vikram Mehta,Male,52,Bengaluru,6,"?1,458.34",?229.89,243.0566667,High Value,,,,
CUST0336,Sahil Nair,Male,40,Hyderabad,3,?965.65,?152.39,321.8833333,Medium Value,,,,
CUST0064,Sahil Gupta,Male,57,Pune,2,?585.31,?108.63,292.655,Medium Value,,,,
CUST0416,Sahil Iyer,Male,28,Lucknow,7,"?1,308.38",?195.20,186.9114286,High Value,,,,
CUST0394,Sahil Verma,Female,43,Chennai,6,"?2,058.07",?239.28,343.0116667,High Value,,,,
CUST0148,Kavya Verma,Female,57,Jaipur,8,"?6,042.80",?869.35,755.35,High Value,,,,
CUST0881,Vikram Iyer,Male,34,Jaipur,7,"?4,346.66",?559.37,620.9514286,High Value,,,,
CUST0730,Rahul Mehta,Female,53,Jaipur,6,"?4,589.84",?755.33,764.9733333,High Value,,,,
CUST0582,Riya Verma,Male,28,Kolkata,11,"?7,270.45","?1,157.31",660.95,High Value,,,,
CUST0748,Priya Kapoor,Female,51,Chennai,4,"?1,937.17",?239.10,484.2925,High Value,,,,
CUST0252,Amit Nair,Female,62,Hyderabad,8,"?5,201.24",?628.44,650.155,High Value,,,,
CUST0055,Anjali Mehta,Female,48,Bengaluru,6,"?1,908.59",?358.89,318.0983333,High Value,,,,
CUST0745,Riya Shah,Female,40,Lucknow,4,"?2,471.12",?372.19,617.78,High Value,,,,
CUST0673,Kavya Iyer,Female,31,Pune,5,"?1,224.73",?145.52,244.946,High Value,,,,
CUST0259,Simran Patel,Female,52,Chennai,4,?873.11,?152.24,218.2775,Medium Value,,,,
CUST0179,Sneha Singh,Female,62,Ahmedabad,4,"?1,198.54",?164.44,299.635,High Value,,,,
CUST0497,Riya Patel,Female,21,Ahmedabad,7,"?1,341.40",?245.70,191.6285714,High Value,,,,
CUST0858,Anjali Khan,Male,18,Ahmedabad,5,"?2,282.94",?301.46,456.588,High Value,,,,
CUST0172,Neha Shah,Female,56,Lucknow,7,"?5,240.40",?840.32,748.6285714,High Value,,,,
CUST0389,Amit Nair,Female,41,Jaipur,2,?921.96,?178.66,460.98,Medium Value,,,,
CUST0950,Anjali Verma,Male,42,Mumbai,5,"?2,046.37",?327.33,409.274,High Value,,,,
CUST0344,Meera Verma,Female,27,Delhi,7,"?2,981.14",?512.62,425.8771429,High Value,,,,
CUST0792,Aditya Khan,Male,46,Mumbai,6,"?2,614.32",?293.50,435.72,High Value,,,,
CUST0852,Sahil Singh,Female,25,Ahmedabad,4,"?2,765.34",?315.65,691.335,High Value,,,,
CUST0225,Nikhil Mehta,Male,28,Delhi,8,"?4,408.09",?562.99,551.01125,High Value,,,,
CUST0385,Karan Patel,Male,38,Hyderabad,4,"?1,586.30",?228.95,396.575,High Value,,,,
CUST0655,Amit Kapoor,Female,31,Kolkata,6,"?2,830.19",?511.63,471.6983333,High Value,,,,
CUST0796,Sahil Gupta,Male,42,Jaipur,7,"?4,036.78",?752.26,576.6828571,High Value,,,,
CUST0452,Priya Iyer,Male,30,Mumbai,4,"?4,239.89",?403.35,1059.9725,High Value,,,,
CUST0112,Neha Kapoor,Female,32,Delhi,5,"?1,865.28",?331.64,373.056,High Value,,,,
CUST0036,Sneha Sharma,Male,54,Pune,3,?874.40,?106.38,291.4666667,Medium Value,,,,
CUST0153,Anjali Joshi,Male,40,Hyderabad,6,"?4,297.73",?486.17,716.2883333,High Value,,,,
CUST0589,Meera Das,Male,48,Chennai,3,?721.76,?88.56,240.5866667,Medium Value,,,,
CUST0232,Manish Malhotra,Female,30,Kolkata,10,"?3,182.27",?481.98,318.227,High Value,,,,
CUST0342,Rohan Verma,Male,36,Pune,5,"?1,655.15",?197.13,331.03,High Value,,,,
CUST0862,Riya Mehta,Male,20,Jaipur,7,"?5,064.99",?752.14,723.57,High Value,,,,
CUST0307,Nikhil Shah,Female,22,Kolkata,5,"?3,221.16",?502.09,644.232,High Value,,,,
CUST0753,Simran Iyer,Male,54,Bengaluru,5,"?2,653.85",?483.56,530.77,High Value,,,,
CUST0501,Sahil Patel,Male,45,Chennai,9,"?2,820.91",?495.55,313.4344444,High Value,,,,
CUST0038,Rohan Verma,Female,53,Delhi,6,"?2,726.18",?385.99,454.3633333,High Value,,,,
CUST0470,Rahul Shah,Male,44,Ahmedabad,9,"?4,313.05",?828.65,479.2277778,High Value,,,,
CUST0066,Karan Gupta,Female,43,Delhi,8,"?2,222.83",?308.72,277.85375,High Value,,,,
CUST0346,Priya Mehta,Female,61,Bengaluru,7,"?4,552.59",?824.97,650.37,High Value,,,,
CUST0714,Pooja Patel,Male,51,Bengaluru,6,"?2,086.80",?321.82,347.8,High Value,,,,
CUST0724,Karan Mehta,Male,52,Chennai,9,"?3,295.18",?452.62,366.1311111,High Value,,,,
CUST0185,Aditya Singh,Female,46,Pune,4,"?2,279.16",?260.84,569.79,High Value,,,,
CUST0242,Karan Das,Female,29,Bengaluru,4,"?1,073.07",?200.00,268.2675,High Value,,,,
CUST0510,Arjun Gupta,Male,20,Kolkata,8,"?3,812.95",?608.35,476.61875,High Value,,,,
CUST0607,Neha Malhotra,Male,40,Hyderabad,7,"?2,610.18",?402.90,372.8828571,High Value,,,,
CUST0234,Simran Iyer,Female,62,Hyderabad,6,"?4,146.42",?806.10,691.07,High Value,,,,
CUST0483,Anjali Verma,Female,38,Bengaluru,6,"?2,712.20",?377.95,452.0333333,High Value,,,,
CUST0183,Priya Verma,Female,56,Lucknow,8,"?4,836.88",?651.13,604.61,High Value,,,,
CUST0809,Kavya Singh,Female,59,Ahmedabad,7,"?4,681.32",?936.79,668.76,High Value,,,,
CUST0878,Neha Nair,Female,57,Lucknow,4,"?1,408.72",?188.04,352.18,High Value,,,,
CUST0035,Riya Sharma,Male,41,Hyderabad,4,"?4,194.84",?647.95,1048.71,High Value,,,,
CUST0017,Meera Nair,Male,52,Bengaluru,8,"?2,307.75",?456.42,288.46875,High Value,,,,
CUST0721,Karan Khan,Female,35,Bengaluru,7,"?1,878.19",?230.61,268.3128571,High Value,,,,
CUST0771,Arjun Gupta,Male,62,Pune,9,"?4,513.85",?694.14,501.5388889,High Value,,,,
CUST0528,Meera Sharma,Male,30,Lucknow,7,"?3,969.15",?693.34,567.0214286,High Value,,,,
CUST0553,Aditya Patel,Female,43,Ahmedabad,7,"?1,932.87",?339.81,276.1242857,High Value,,,,
CUST0772,Simran Singh,Male,64,Mumbai,8,"?1,944.80",?268.28,243.1,High Value,,,,
CUST0193,Anjali Khan,Female,62,Ahmedabad,9,"?2,285.36",?292.08,253.9288889,High Value,,,,
CUST0169,Priya Singh,Female,25,Pune,7,"?3,445.59",?555.01,492.2271429,High Value,,,,
CUST0975,Rahul Mehta,Male,52,Mumbai,8,"?3,075.18",?506.82,384.3975,High Value,,,,
CUST0431,Amit Mehta,Female,33,Bengaluru,6,"?2,354.92",?325.34,392.4866667,High Value,,,,
CUST0661,Pooja Verma,Female,23,Chennai,7,"?5,040.01",?994.24,720.0014286,High Value,,,,
CUST0362,Vikram Malhotra,Male,53,Lucknow,2,?379.66,?63.80,189.83,Low Value,,,,
CUST0293,Karan Khan,Male,29,Delhi,4,"?3,202.78",?419.53,800.695,High Value,,,,
CUST0325,Amit Nair,Male,57,Lucknow,5,"?1,637.25",?256.38,327.45,High Value,,,,
CUST0682,Rohan Mehta,Female,41,Jaipur,8,"?3,237.79",?469.52,404.72375,High Value,,,,
CUST0309,Karan Iyer,Female,54,Kolkata,8,"?1,738.26",?257.44,217.2825,High Value,,,,
CUST0160,Karan Khan,Female,35,Hyderabad,7,"?2,995.49",?408.68,427.9271429,High Value,,,,
CUST0683,Anjali Kapoor,Female,22,Mumbai,5,?824.39,?145.81,164.878,Medium Value,,,,
CUST0695,Neha Kapoor,Male,39,Kolkata,4,"?1,124.45",?188.17,281.1125,High Value,,,,
CUST0366,Meera Shah,Male,58,Jaipur,5,"?2,334.38",?334.88,466.876,High Value,,,,
CUST0404,Rohan Gupta,Female,19,Chennai,6,"?2,795.57",?400.23,465.9283333,High Value,,,,
CUST0408,Kavya Malhotra,Male,26,Chennai,5,?928.38,?91.66,185.676,Medium Value,,,,
